Navn,Stasjon,Tid(norsk normaltid),Middeltemperatur (døgn),Nedbør (døgn),Minimumstemperatur (døgn),Maksimumstemperatur (døgn)
Kongsberg Brannstasjon,SN28380,26.07.2020,14.4,5.5,13.1,17.7
Kongsberg Brannstasjon,SN28380,27.07.2020,16.1,15.6,11.3,20.2
Kongsberg Brannstasjon,SN28380,28.07.2020,14.4,4.9,13,18.8
Kongsberg Brannstasjon,SN28380,29.07.2020,13.7,9,10.2,17.7
Kongsberg Brannstasjon,SN28380,30.07.2020,17.3,6,8.9,23
Kongsberg Brannstasjon,SN28380,31.07.2020,18.3,0,10.2,25.2
Kongsberg Brannstasjon,SN28380,01.08.2020,18.4,0,12.1,25
Kongsberg Brannstasjon,SN28380,02.08.2020,15,0.1,13.5,19.6
Kongsberg Brannstasjon,SN28380,03.08.2020,15.4,1.1,7.5,21.3
Kongsberg Brannstasjon,SN28380,04.08.2020,14.2,0,8.3,20.6
Kongsberg Brannstasjon,SN28380,05.08.2020,14.1,1,10,19.6
Kongsberg Brannstasjon,SN28380,06.08.2020,18.2,2.5,12.9,25.1
Kongsberg Brannstasjon,SN28380,07.08.2020,19.6,0,13.9,26.5
Kongsberg Brannstasjon,SN28380,08.08.2020,20.3,0,13.3,28.7
Kongsberg Brannstasjon,SN28380,09.08.2020,17.6,0,10.7,23.7
Kongsberg Brannstasjon,SN28380,10.08.2020,16.8,0,13.2,22.1
Kongsberg Brannstasjon,SN28380,11.08.2020,18.1,0,9.9,24.9
Kongsberg Brannstasjon,SN28380,12.08.2020,20.2,0,12.5,28.5
Kongsberg Brannstasjon,SN28380,13.08.2020,20.2,0,13,26.6
Kongsberg Brannstasjon,SN28380,14.08.2020,19.6,0,12.2,26.8
Kongsberg Brannstasjon,SN28380,15.08.2020,19.7,0,12.4,26.8
Kongsberg Brannstasjon,SN28380,16.08.2020,18.3,0,12.8,25.7
Kongsberg Brannstasjon,SN28380,17.08.2020,18.8,0,11.2,27.3
Kongsberg Brannstasjon,SN28380,18.08.2020,18.7,0,11.7,26.8
Kongsberg Brannstasjon,SN28380,19.08.2020,18.5,0,13.1,25.3
Kongsberg Brannstasjon,SN28380,20.08.2020,18.2,0,12.6,24.9
Kongsberg Brannstasjon,SN28380,21.08.2020,17.3,0.1,16,20.1
Kongsberg Brannstasjon,SN28380,22.08.2020,18,12,16.1,22.3
Kongsberg Brannstasjon,SN28380,23.08.2020,15.3,0,11.5,21
Kongsberg Brannstasjon,SN28380,24.08.2020,11.7,0,3.6,18.3
Kongsberg Brannstasjon,SN28380,25.08.2020,11.9,0,3,20
Kongsberg Brannstasjon,SN28380,26.08.2020,11,0,6.4,17.7
Kongsberg Brannstasjon,SN28380,27.08.2020,11.5,0,3.5,20.2
Kongsberg Brannstasjon,SN28380,28.08.2020,11.7,0,4.7,18.1
Kongsberg Brannstasjon,SN28380,29.08.2020,11.6,0,5.2,19
Kongsberg Brannstasjon,SN28380,30.08.2020,10.9,0,4.5,18.6
Kongsberg Brannstasjon,SN28380,31.08.2020,10.8,0,3.1,18.8
Kongsberg Brannstasjon,SN28380,01.09.2020,11.7,0,3.1,20
Kongsberg Brannstasjon,SN28380,02.09.2020,11.5,0,3.1,20
Kongsberg Brannstasjon,SN28380,04.09.2020,14.3,1.7,11.5,20.2
Kongsberg Brannstasjon,SN28380,05.09.2020,11.5,0,4.5,17.6
Kongsberg Brannstasjon,SN28380,06.09.2020,10.9,0,8,18.1
Kongsberg Brannstasjon,SN28380,07.09.2020,10.4,2.2,2.3,17.3
Kongsberg Brannstasjon,SN28380,08.09.2020,14.5,1.6,9.1,21.2
Kongsberg Brannstasjon,SN28380,09.09.2020,12.7,6,9.6,18.6
Kongsberg Brannstasjon,SN28380,10.09.2020,10,0,3.3,15.6
Kongsberg Brannstasjon,SN28380,11.09.2020,9.7,0,4.4,14.6
Kongsberg Brannstasjon,SN28380,12.09.2020,10.4,0,7.1,16.7
Kongsberg Brannstasjon,SN28380,13.09.2020,11.1,0.1,2.7,16.5
Kongsberg Brannstasjon,SN28380,14.09.2020,16.5,0,8.9,24.6
Kongsberg Brannstasjon,SN28380,15.09.2020,15.7,0,11.7,21.3
Kongsberg Brannstasjon,SN28380,16.09.2020,12.6,0,9.9,17.2
Kongsberg Brannstasjon,SN28380,17.09.2020,8.4,0,0.1,18
Kongsberg Brannstasjon,SN28380,18.09.2020,13.3,0,3.7,23
Kongsberg Brannstasjon,SN28380,19.09.2020,11.5,0,5,19.4
Kongsberg Brannstasjon,SN28380,20.09.2020,12.3,0,3.2,21.2
Kongsberg Brannstasjon,SN28380,21.09.2020,14.5,0,8,21.8
Kongsberg Brannstasjon,SN28380,22.09.2020,13.4,0,9.5,19
Kongsberg Brannstasjon,SN28380,23.09.2020,14.5,0.2,10.5,17.4
Kongsberg Brannstasjon,SN28380,24.09.2020,12.2,11,10.4,16.1
Kongsberg Brannstasjon,SN28380,25.09.2020,7.4,7,2.5,11.6
Kongsberg Brannstasjon,SN28380,26.09.2020,7.4,48,5.6,9
Kongsberg Brannstasjon,SN28380,27.09.2020,9.8,1.2,8,11.2
Kongsberg Brannstasjon,SN28380,28.09.2020,12.1,0.1,10.2,13.8
Kongsberg Brannstasjon,SN28380,29.09.2020,11.5,2.2,11.1,13.7
Kongsberg Brannstasjon,SN28380,30.09.2020,11.7,2.2,8.8,13.6
Kongsberg Brannstasjon,SN28380,01.10.2020,11,3,9.7,13.2
Kongsberg Brannstasjon,SN28380,02.10.2020,11.7,0,9.4,12.9
Kongsberg Brannstasjon,SN28380,03.10.2020,12,0,11.2,13.5
Kongsberg Brannstasjon,SN28380,04.10.2020,12,5.5,11,12.7
Kongsberg Brannstasjon,SN28380,05.10.2020,10.6,41.5,7.9,14.7
Kongsberg Brannstasjon,SN28380,06.10.2020,10.3,0.6,8.5,11.1
Kongsberg Brannstasjon,SN28380,07.10.2020,9.2,6.8,5.3,11.7
Kongsberg Brannstasjon,SN28380,08.10.2020,9.6,4,6.8,14.3
Kongsberg Brannstasjon,SN28380,09.10.2020,8.7,2,6.6,13.2
Kongsberg Brannstasjon,SN28380,10.10.2020,6.7,3,5,8.8
Kongsberg Brannstasjon,SN28380,11.10.2020,7.8,16,5.1,13.5
Kongsberg Brannstasjon,SN28380,12.10.2020,4.5,0.1,-0.2,12.6
Kongsberg Brannstasjon,SN28380,13.10.2020,3.6,0,-1.1,10.5
Kongsberg Brannstasjon,SN28380,14.10.2020,2.4,0,-2,9.1
Kongsberg Brannstasjon,SN28380,15.10.2020,3.1,0,-2.3,11.4
Kongsberg Brannstasjon,SN28380,16.10.2020,3,0,-1,9.8
Kongsberg Brannstasjon,SN28380,17.10.2020,4.1,0,-2.2,12.5
Kongsberg Brannstasjon,SN28380,18.10.2020,4.3,0,-0.7,9.8
Kongsberg Brannstasjon,SN28380,19.10.2020,1.4,0,-2.8,6.4
Kongsberg Brannstasjon,SN28380,20.10.2020,0.6,14,0.2,2.4
Kongsberg Brannstasjon,SN28380,21.10.2020,2,17.5,0.3,3.4
Kongsberg Brannstasjon,SN28380,22.10.2020,4.7,7.9,2.4,6.9
Kongsberg Brannstasjon,SN28380,23.10.2020,4.6,10.5,4.1,5.6
Kongsberg Brannstasjon,SN28380,24.10.2020,5.2,2.9,3.3,6.6
Kongsberg Brannstasjon,SN28380,25.10.2020,8.6,5,5.1,12.2
Kongsberg Brannstasjon,SN28380,26.10.2020,4.9,6.5,1.4,6.8
Kongsberg Brannstasjon,SN28380,27.10.2020,5.9,12,5.7,7.5
Kongsberg Brannstasjon,SN28380,28.10.2020,6.1,19.1,1.8,10.5
Kongsberg Brannstasjon,SN28380,29.10.2020,3.5,0.5,0.4,10.5
Kongsberg Brannstasjon,SN28380,30.10.2020,1,0,-2.2,3.7
Kongsberg Brannstasjon,SN28380,31.10.2020,4.5,5.5,2.4,5.6
Kongsberg Brannstasjon,SN28380,01.11.2020,8.2,4,5.1,9.5
Kongsberg Brannstasjon,SN28380,02.11.2020,9.2,9.5,6.3,15.2
Kongsberg Brannstasjon,SN28380,03.11.2020,4.6,0,0.3,10.8
Kongsberg Brannstasjon,SN28380,04.11.2020,3.6,0,-1,9
Kongsberg Brannstasjon,SN28380,05.11.2020,10.6,2,3.1,14
Kongsberg Brannstasjon,SN28380,06.11.2020,9.5,0,6.4,15.9
Kongsberg Brannstasjon,SN28380,07.11.2020,2.6,0,-1.6,6.4
Kongsberg Brannstasjon,SN28380,08.11.2020,1.2,0,-1.1,7.7
Kongsberg Brannstasjon,SN28380,09.11.2020,-1.3,0,-3.2,0.5
Kongsberg Brannstasjon,SN28380,10.11.2020,0.9,0,-1.2,2.2
Kongsberg Brannstasjon,SN28380,11.11.2020,2.2,0,0.4,3.5
Kongsberg Brannstasjon,SN28380,12.11.2020,4.5,0.2,2.8,5.6
Kongsberg Brannstasjon,SN28380,13.11.2020,4,2.2,3.7,4.8
Kongsberg Brannstasjon,SN28380,14.11.2020,3,7,0.5,5
Kongsberg Brannstasjon,SN28380,15.11.2020,8.4,4.5,2.3,10.1
Kongsberg Brannstasjon,SN28380,16.11.2020,6.8,26,4.2,10.2
Kongsberg Brannstasjon,SN28380,17.11.2020,5.7,4.1,2.5,7.3
Kongsberg Brannstasjon,SN28380,18.11.2020,8.9,1.5,2.9,14.2
Kongsberg Brannstasjon,SN28380,19.11.2020,4.2,1,2.3,11.5
Kongsberg Brannstasjon,SN28380,20.11.2020,0,0,-3.6,3.9
Kongsberg Brannstasjon,SN28380,21.11.2020,3.8,0.5,-3.4,8.4
Kongsberg Brannstasjon,SN28380,22.11.2020,3.8,4.5,1,7.3
Kongsberg Brannstasjon,SN28380,23.11.2020,2.5,0,-0.5,6.3
Kongsberg Brannstasjon,SN28380,24.11.2020,2.8,0,0,6.2
Kongsberg Brannstasjon,SN28380,25.11.2020,8.1,0,3.1,11.4
Kongsberg Brannstasjon,SN28380,26.11.2020,-0.7,0,-2.2,8.5
Kongsberg Brannstasjon,SN28380,27.11.2020,-5.1,0,-6.4,-1.1
Kongsberg Brannstasjon,SN28380,28.11.2020,-4.9,0,-7.8,-2.5
Kongsberg Brannstasjon,SN28380,29.11.2020,-8.2,0,-10.2,-5.5
Kongsberg Brannstasjon,SN28380,30.11.2020,-1.8,0,-9.4,1.1
Kongsberg Brannstasjon,SN28380,01.12.2020,-1.3,4.7,-3.7,1.6
Kongsberg Brannstasjon,SN28380,02.12.2020,-3.1,0,-7.5,0.6
Kongsberg Brannstasjon,SN28380,03.12.2020,1,4,0.2,1.9
Kongsberg Brannstasjon,SN28380,04.12.2020,0.3,3.5,-0.2,0.6
Kongsberg Brannstasjon,SN28380,05.12.2020,0.4,3,0.1,1
Kongsberg Brannstasjon,SN28380,06.12.2020,0.8,5.6,0.2,1.3
Kongsberg Brannstasjon,SN28380,07.12.2020,2.5,2.5,1,3.6
Kongsberg Brannstasjon,SN28380,08.12.2020,1.8,12.5,0.3,3.7
Kongsberg Brannstasjon,SN28380,09.12.2020,0.9,12,0.4,1.2
Kongsberg Brannstasjon,SN28380,10.12.2020,0.9,3.6,0.4,1.5
Kongsberg Brannstasjon,SN28380,11.12.2020,0.4,6.5,0.2,1.2
Kongsberg Brannstasjon,SN28380,12.12.2020,0.4,3,0.2,0.8
Kongsberg Brannstasjon,SN28380,13.12.2020,0.3,2.5,0.1,0.7
Kongsberg Brannstasjon,SN28380,14.12.2020,0.8,0.1,0.1,2.1
Kongsberg Brannstasjon,SN28380,15.12.2020,0.2,15.2,-0.6,0.9
Kongsberg Brannstasjon,SN28380,16.12.2020,-1.8,5.5,-3,0.2
Kongsberg Brannstasjon,SN28380,17.12.2020,-0.2,0,-2.1,0.5
Kongsberg Brannstasjon,SN28380,18.12.2020,-0.9,8.5,-2.8,0.4
Kongsberg Brannstasjon,SN28380,19.12.2020,1.8,4,0.1,3.2
Kongsberg Brannstasjon,SN28380,20.12.2020,2.8,2,-0.2,5.2
Kongsberg Brannstasjon,SN28380,21.12.2020,1.5,3.5,-0.2,3.8
Kongsberg Brannstasjon,SN28380,22.12.2020,1.9,2.8,-0.6,3.7
Kongsberg Brannstasjon,SN28380,23.12.2020,-2,0.5,-3,1
Kongsberg Brannstasjon,SN28380,24.12.2020,-4.7,0,-6.2,-2.8
Kongsberg Brannstasjon,SN28380,25.12.2020,-6.9,0.1,-8.6,-4.3
Kongsberg Brannstasjon,SN28380,26.12.2020,-2.9,0,-8.6,-1.1
Kongsberg Brannstasjon,SN28380,27.12.2020,1.7,13,-2.6,4.2
Kongsberg Brannstasjon,SN28380,28.12.2020,0.4,28,0.1,1.7
Kongsberg Brannstasjon,SN28380,29.12.2020,0.5,13,0.2,0.9
Kongsberg Brannstasjon,SN28380,30.12.2020,0.5,15.9,0.1,0.9
Kongsberg Brannstasjon,SN28380,31.12.2020,-0.8,4.5,-2.2,0.6
Kongsberg Brannstasjon,SN28380,01.01.2021,-1.6,2.5,-2.4,-1.1
Kongsberg Brannstasjon,SN28380,02.01.2021,-1.3,3.8,-1.8,-0.6
Kongsberg Brannstasjon,SN28380,03.01.2021,-4.5,0.1,-8.8,-0.7
Kongsberg Brannstasjon,SN28380,04.01.2021,-10,0,-13.2,-7.2
Kongsberg Brannstasjon,SN28380,05.01.2021,-10.6,0,-12.8,-6.8
Kongsberg Brannstasjon,SN28380,06.01.2021,-15.1,0,-17.1,-12.7
Kongsberg Brannstasjon,SN28380,07.01.2021,-10.5,0,-14.9,-10
Kongsberg Brannstasjon,SN28380,08.01.2021,-9.8,1,-11.7,-9
Kongsberg Brannstasjon,SN28380,09.01.2021,-11.8,0,-14.9,-9.1
Kongsberg Brannstasjon,SN28380,10.01.2021,-6.9,0,-14.4,-1
Kongsberg Brannstasjon,SN28380,11.01.2021,-9.6,0,-11.4,-7
Kongsberg Brannstasjon,SN28380,12.01.2021,-8.6,4,-15.1,-2
Kongsberg Brannstasjon,SN28380,13.01.2021,-4.7,0.1,-6.3,-2.4
Kongsberg Brannstasjon,SN28380,14.01.2021,-10.6,3,-14.1,-3.4
Kongsberg Brannstasjon,SN28380,15.01.2021,-16.2,0,-18.7,-10.7
Kongsberg Brannstasjon,SN28380,16.01.2021,-16.4,0,-18.6,-11.3
Kongsberg Brannstasjon,SN28380,17.01.2021,-9.9,0,-17.9,-8.3
Kongsberg Brannstasjon,SN28380,18.01.2021,-8.7,0,-11.3,-7.3
Kongsberg Brannstasjon,SN28380,19.01.2021,-4.7,6.2,-7.8,-3.4
Kongsberg Brannstasjon,SN28380,20.01.2021,-1.4,5.5,-3.9,-0.1
Kongsberg Brannstasjon,SN28380,21.01.2021,0.6,9.8,-0.6,1.9
Kongsberg Brannstasjon,SN28380,22.01.2021,1.8,19.5,0,3.9
Kongsberg Brannstasjon,SN28380,23.01.2021,0.5,3.3,-3.4,4.2
Kongsberg Brannstasjon,SN28380,25.01.2021,-10,0,-12.1,-4.4
Kongsberg Brannstasjon,SN28380,26.01.2021,-12.9,0,-16.6,-6.4
Kongsberg Brannstasjon,SN28380,27.01.2021,-13.4,0,-17,-8
Kongsberg Brannstasjon,SN28380,28.01.2021,-14.7,0,-18,-8.4
Kongsberg Brannstasjon,SN28380,29.01.2021,-16.8,0,-20,-10.6
Kongsberg Brannstasjon,SN28380,30.01.2021,-14.8,0,-19.4,-7.5
Kongsberg Brannstasjon,SN28380,31.01.2021,-12.5,0,-16.2,-5.7
Kongsberg Brannstasjon,SN28380,01.02.2021,-10.3,0,-13.3,-7.5
Kongsberg Brannstasjon,SN28380,02.02.2021,-10,0,-11.8,-8.8
Kongsberg Brannstasjon,SN28380,03.02.2021,-9.2,1.6,-10.1,-5.6
Kongsberg Brannstasjon,SN28380,04.02.2021,-14.3,0.2,-16.9,-7.5
Kongsberg Brannstasjon,SN28380,05.02.2021,-14,0,-19.5,-7.4
Kongsberg Brannstasjon,SN28380,06.02.2021,-11.2,0.3,-16.2,-4.4
Kongsberg Brannstasjon,SN28380,07.02.2021,-11.5,0,-16.4,-6.5
Kongsberg Brannstasjon,SN28380,08.02.2021,-9.6,0,-16.9,-4.8
Kongsberg Brannstasjon,SN28380,09.02.2021,-9,0,-12.5,-5.1
Kongsberg Brannstasjon,SN28380,10.02.2021,-12.5,0,-18.5,-5
Kongsberg Brannstasjon,SN28380,11.02.2021,-14.8,0,-20.4,-6.1
Kongsberg Brannstasjon,SN28380,12.02.2021,-14.5,0,-20.1,-5.8
Kongsberg Brannstasjon,SN28380,13.02.2021,-13.9,0,-19.5,-4.1
Kongsberg Brannstasjon,SN28380,14.02.2021,-14.2,0,-20.4,-5.3
Kongsberg Brannstasjon,SN28380,15.02.2021,-9.7,0,-14.7,-7.9
Kongsberg Brannstasjon,SN28380,16.02.2021,-5.6,1.8,-8.2,-4.7
Kongsberg Brannstasjon,SN28380,17.02.2021,-2.9,9,-4.9,-2.6
Kongsberg Brannstasjon,SN28380,18.02.2021,-2.2,7.7,-2.6,-1.4
Kongsberg Brannstasjon,SN28380,19.02.2021,-1.2,10,-2.8,2.7
Kongsberg Brannstasjon,SN28380,20.02.2021,1.7,3,-1.5,3.8
Kongsberg Brannstasjon,SN28380,21.02.2021,2,2.5,0.8,4.5
Kongsberg Brannstasjon,SN28380,22.02.2021,1.4,0,0.7,2.4
Kongsberg Brannstasjon,SN28380,23.02.2021,2.3,0.5,-0.6,6.5
Kongsberg Brannstasjon,SN28380,24.02.2021,4.8,0.6,0.6,9.9
Kongsberg Brannstasjon,SN28380,25.02.2021,3.3,0.1,1,10
Kongsberg Brannstasjon,SN28380,26.02.2021,6,0,-0.1,10.9
Kongsberg Brannstasjon,SN28380,27.02.2021,2.7,0,-2,11.1
Kongsberg Brannstasjon,SN28380,28.02.2021,4.2,0,-1.9,14.2
Kongsberg Brannstasjon,SN28380,20.03.2021,4.2,0,-4,14.1
Kongsberg Brannstasjon,SN28380,21.03.2021,4.1,0,1.9,8.2
Kongsberg Brannstasjon,SN28380,22.03.2021,5.5,0,-2.3,11.9
Kongsberg Brannstasjon,SN28380,23.03.2021,5.7,0,-0.9,14
Kongsberg Brannstasjon,SN28380,24.03.2021,4.7,0,-1.4,11.9
Kongsberg Brannstasjon,SN28380,25.03.2021,3.4,0,-2.9,9.9
Kongsberg Brannstasjon,SN28380,26.03.2021,3.2,0,-1.5,5.9
Kongsberg Brannstasjon,SN28380,27.03.2021,3.8,4.6,2.6,9.2
Kongsberg Brannstasjon,SN28380,28.03.2021,1.6,1.1,-4.3,6.3
Kongsberg Brannstasjon,SN28380,29.03.2021,8.4,0.1,1.2,16.3
Kongsberg Brannstasjon,SN28380,30.03.2021,9.8,0,1.1,18
Kongsberg Brannstasjon,SN28380,31.03.2021,4.8,0,3.3,12.5
Kongsberg Brannstasjon,SN28380,01.04.2021,4,2.8,-2.9,11.3
Kongsberg Brannstasjon,SN28380,02.04.2021,4.9,0,-1.2,11.1
Kongsberg Brannstasjon,SN28380,03.04.2021,3,0,-3.3,11.4
Kongsberg Brannstasjon,SN28380,04.04.2021,4.8,0,-1.9,11.8
Kongsberg Brannstasjon,SN28380,05.04.2021,1.7,0,-4.2,7.7
Kongsberg Brannstasjon,SN28380,06.04.2021,3.7,0,0.3,7.5
Kongsberg Brannstasjon,SN28380,07.04.2021,1.9,0,-2.3,7.8
Kongsberg Brannstasjon,SN28380,08.04.2021,1.4,0.1,-4.5,5.5
Kongsberg Brannstasjon,SN28380,09.04.2021,4.3,0.5,1.9,9
Kongsberg Brannstasjon,SN28380,10.04.2021,2.7,0,-3.2,8.2
Kongsberg Brannstasjon,SN28380,11.04.2021,1,0,-5.4,7.2
Kongsberg Brannstasjon,SN28380,12.04.2021,1.1,9.5,0.3,3.3
Kongsberg Brannstasjon,SN28380,13.04.2021,2.6,4.8,-0.5,7.2
Kongsberg Brannstasjon,SN28380,14.04.2021,3.3,1,-4.9,9.8
Kongsberg Brannstasjon,SN28380,15.04.2021,5.2,0,0.9,10.7
Kongsberg Brannstasjon,SN28380,16.04.2021,4.6,0,-3.3,11.1
Kongsberg Brannstasjon,SN28380,17.04.2021,7.3,0,0.2,14.4
Kongsberg Brannstasjon,SN28380,18.04.2021,8.1,0,-1,16.5
Kongsberg Brannstasjon,SN28380,19.04.2021,8.3,0,-0.7,16.4
Kongsberg Brannstasjon,SN28380,20.04.2021,8.7,0,-1.3,17.3
Kongsberg Brannstasjon,SN28380,21.04.2021,6.7,0,2,11.9
Kongsberg Brannstasjon,SN28380,22.04.2021,5.5,0,-1.3,11
Kongsberg Brannstasjon,SN28380,23.04.2021,5.1,0,-1.5,9.8
Kongsberg Brannstasjon,SN28380,24.04.2021,3.4,0,-3.6,9.1
Kongsberg Brannstasjon,SN28380,25.04.2021,3.7,0,-4,9.2
Kongsberg Brannstasjon,SN28380,26.04.2021,4.2,0,-1.7,10.2
Kongsberg Brannstasjon,SN28380,27.04.2021,4.8,0,-3,10.3
Kongsberg Brannstasjon,SN28380,28.04.2021,4.4,0,-3.1,10.5
Kongsberg Brannstasjon,SN28380,29.04.2021,3.7,0,-2.5,9.7
Kongsberg Brannstasjon,SN28380,30.04.2021,5.2,0.5,-2.2,12.6
Kongsberg Brannstasjon,SN28380,01.05.2021,5.5,0,-2.8,11.6
Kongsberg Brannstasjon,SN28380,02.05.2021,6.2,0,-1,12
Kongsberg Brannstasjon,SN28380,03.05.2021,5,0.1,2,9.2
Kongsberg Brannstasjon,SN28380,04.05.2021,2.9,2.3,-1.2,6.6
Kongsberg Brannstasjon,SN28380,05.05.2021,2.2,11.7,0.6,4
Kongsberg Brannstasjon,SN28380,06.05.2021,4.5,10.5,1.7,8.7
Kongsberg Brannstasjon,SN28380,07.05.2021,4.7,0,-2.6,11.9
Kongsberg Brannstasjon,SN28380,08.05.2021,6.2,0,-2.6,12.8
Kongsberg Brannstasjon,SN28380,09.05.2021,4.5,1,3,9
Kongsberg Brannstasjon,SN28380,10.05.2021,5.8,11.5,4.2,7.7
Kongsberg Brannstasjon,SN28380,11.05.2021,9,11.5,2.5,13.9
Kongsberg Brannstasjon,SN28380,12.05.2021,8.3,1.5,6.4,12.6
Kongsberg Brannstasjon,SN28380,13.05.2021,13.1,7.5,3.6,20.1
Kongsberg Brannstasjon,SN28380,14.05.2021,14,4.8,8.5,19.6
Kongsberg Brannstasjon,SN28380,15.05.2021,11,2.5,10,16.4
Kongsberg Brannstasjon,SN28380,16.05.2021,9.1,1,7.2,11.4
Kongsberg Brannstasjon,SN28380,17.05.2021,8.1,3.2,7.2,10.9
Kongsberg Brannstasjon,SN28380,18.05.2021,8.8,5.2,5.5,14.5
Kongsberg Brannstasjon,SN28380,19.05.2021,10.1,1.7,3.9,16.5
Kongsberg Brannstasjon,SN28380,20.05.2021,10.2,0,4.9,15.6
Kongsberg Brannstasjon,SN28380,21.05.2021,9.3,0,3.5,14.4
Kongsberg Brannstasjon,SN28380,22.05.2021,9.4,0.2,7.5,12.6
Kongsberg Brannstasjon,SN28380,23.05.2021,9.6,4.2,7.1,13.8
Kongsberg Brannstasjon,SN28380,24.05.2021,10.1,7.5,8.4,14.9
Kongsberg Brannstasjon,SN28380,25.05.2021,10.5,4.7,7.6,13.5
Kongsberg Brannstasjon,SN28380,28.05.2021,15.2,0,3.3,22.8
Kongsberg Brannstasjon,SN28380,29.05.2021,17.7,0,7.4,25.6
Kongsberg Brannstasjon,SN28380,30.05.2021,19.7,0,8.5,28.7
Kongsberg Brannstasjon,SN28380,31.05.2021,19.9,0,11,28
Kongsberg Brannstasjon,SN28380,01.06.2021,18.2,0,10.2,24.6
Kongsberg Brannstasjon,SN28380,02.06.2021,16.5,0,8.9,23.2
Kongsberg Brannstasjon,SN28380,03.06.2021,16.4,0,9.8,21.3
Kongsberg Brannstasjon,SN28380,04.06.2021,17.3,0,11.1,23.2
Kongsberg Brannstasjon,SN28380,05.06.2021,18.5,0,8.6,25.1
Kongsberg Brannstasjon,SN28380,06.06.2021,17.2,0,11,23.2
Kongsberg Brannstasjon,SN28380,07.06.2021,15.6,0.6,10.4,22.3
Kongsberg Brannstasjon,SN28380,08.06.2021,16.4,10.3,10,24.1
Kongsberg Brannstasjon,SN28380,09.06.2021,17.8,0,10.6,23.6
Kongsberg Brannstasjon,SN28380,10.06.2021,17.6,0.1,11.6,25.2
Kongsberg Brannstasjon,SN28380,11.06.2021,18,0,11.8,23.6
Kongsberg Brannstasjon,SN28380,12.06.2021,15.3,0,10.7,19.7
Kongsberg Brannstasjon,SN28380,13.06.2021,15.1,0,5.7,21
Kongsberg Brannstasjon,SN28380,14.06.2021,14.8,0,12.7,19.7
Kongsberg Brannstasjon,SN28380,15.06.2021,14.6,5,6.3,20.1
Kongsberg Brannstasjon,SN28380,16.06.2021,14.7,0,8.1,21.9
Kongsberg Brannstasjon,SN28380,17.06.2021,17.3,0,10.5,23.3
Kongsberg Brannstasjon,SN28380,18.06.2021,19,23,15.4,24.3
Kongsberg Brannstasjon,SN28380,19.06.2021,14,2,11.8,-
Kongsberg Brannstasjon,SN28380,20.06.2021,14.9,0,-,16.5
Kongsberg Brannstasjon,SN28380,21.06.2021,16.3,9.3,13.6,20.8
Kongsberg Brannstasjon,SN28380,22.06.2021,15.2,3.5,12.6,18.6
Kongsberg Brannstasjon,SN28380,23.06.2021,17.4,0,-,-
Kongsberg Brannstasjon,SN28380,24.06.2021,16.7,0,9.6,22.5
Kongsberg Brannstasjon,SN28380,25.06.2021,16,0,12.1,22.1
Kongsberg Brannstasjon,SN28380,26.06.2021,19.1,0,9.9,27
Kongsberg Brannstasjon,SN28380,27.06.2021,16.9,0,13.5,22.5
Kongsberg Brannstasjon,SN28380,28.06.2021,18.3,0,13.9,23.2
Kongsberg Brannstasjon,SN28380,29.06.2021,16.3,0,12.9,22.1
Kongsberg Brannstasjon,SN28380,30.06.2021,17.1,19,12.9,21.8
Kongsberg Brannstasjon,SN28380,01.07.2021,16.8,0,8.6,21.8
Kongsberg Brannstasjon,SN28380,02.07.2021,19.5,0,12.6,25.1
Kongsberg Brannstasjon,SN28380,03.07.2021,21.8,0,12.3,28.3
Kongsberg Brannstasjon,SN28380,04.07.2021,19.6,0,15.3,27.3
Kongsberg Brannstasjon,SN28380,05.07.2021,18.2,2.5,14.5,22.9
Kongsberg Brannstasjon,SN28380,06.07.2021,17.8,9,15,22.6
Kongsberg Brannstasjon,SN28380,07.07.2021,15.8,12.2,14.3,20.2
Kongsberg Brannstasjon,SN28380,08.07.2021,16.6,2,12.4,22.2
Kongsberg Brannstasjon,SN28380,09.07.2021,16.7,2,10.3,23.2
Kongsberg Brannstasjon,SN28380,10.07.2021,15.6,2.7,13.5,21.6
Kongsberg Brannstasjon,SN28380,11.07.2021,18.2,6,10.8,25.3
Kongsberg Brannstasjon,SN28380,12.07.2021,18.2,0,12.5,23.1
Kongsberg Brannstasjon,SN28380,13.07.2021,19.7,0,11.4,26.4
Kongsberg Brannstasjon,SN28380,14.07.2021,20.1,0,16,25.4
Kongsberg Brannstasjon,SN28380,15.07.2021,22.4,4.6,15,29.4
Kongsberg Brannstasjon,SN28380,16.07.2021,20.7,0,11.1,27.9
Kongsberg Brannstasjon,SN28380,17.07.2021,20.5,0,12.5,28.4
Kongsberg Brannstasjon,SN28380,18.07.2021,18.2,0,13.6,22.9
Kongsberg Brannstasjon,SN28380,19.07.2021,17.4,0,8.5,25.1
Kongsberg Brannstasjon,SN28380,20.07.2021,18.5,0,10.2,24.9
Kongsberg Brannstasjon,SN28380,21.07.2021,17.9,0,12,25
Kongsberg Brannstasjon,SN28380,22.07.2021,21.2,0,12.2,28.8
Kongsberg Brannstasjon,SN28380,23.07.2021,20,0,12.2,26.8
Kongsberg Brannstasjon,SN28380,24.07.2021,20.4,0,12,27.2
Kongsberg Brannstasjon,SN28380,25.07.2021,20.5,0,11.3,27.1
